SeniorCitizen,tenure,MonthlyCharges,TotalCharges,Churn,gender_Male,Partner_Yes,Dependents_Yes,PhoneService_Yes,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaperlessBilling_Yes,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check
0,-1.2827281667186554,-1.4884126589189595,-0.9999873866182131,1,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1
0,-0.9566396673579334,-0.8049358897773209,-0.8637316537389558,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
1,0.5515196421854057,1.2022574444172243,1.0558484638939925,1,1,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0
0,-1.2827281667186554,0.14128863976426648,-0.9783699965871832,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0,1.570546202687662,-0.3442958288229803,0.6579781945167602,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0,0.429236454925135,0.34915870337182087,0.38586378286085665,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
0,0.7145638918657667,-0.6785508911039276,-0.04337376062262508,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0
0,-0.7935954176775724,0.33751797980979803,-0.5679263472939438,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0,-0.5490290431570309,1.1689982342400156,-0.17563689391451848,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0
0,0.3477143300849545,1.1041427743944585,0.7516829627328983,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
1,-1.2827281667186554,0.2094700206275447,-0.9774655955756808,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0,-0.34522373105657966,-0.35593655238500344,-0.4616923162843109,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,1,0,0
0,0.30695326766486425,-0.03165925315721861,0.15363124995607763,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
0,-1.201206041878475,0.1429516002731273,-0.9051796903392674,0,0,1,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0
0,0.18467008040459354,-0.006714845524311847,0.026948932661990787,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
0,1.407501953007301,1.4600163232905916,2.1482545929824584,1,0,1,1,1,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,1,0,0
0,-0.019135231695857704,1.1307501425362254,0.35418768889702085,0,0,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0
0,-1.0789228546182041,-0.5222326032710469,-0.8893857604798618,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
0,-0.019135231695857704,0.8231024483970448,0.2713357328189102,0,0,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0,1.081413453646579,0.6119064637717698,1.174545582013352,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0
0,-0.1006573565360382,0.17953673146805668,-0.03876352132008898,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0
0,-0.5082679807369407,-1.5116941060430058,-0.8436363044346004,1,1,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0
0,-0.22294054379630893,-1.3420721341392414,-0.6727045132606706,0,0,1,1,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0
1,-0.5082679807369407,0.4755437020452143,-0.33787761195352395,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0,-0.9566396673579334,-1.4884126589189595,-0.9249221026635243,0,1,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1
0,1.4482630154273912,0.2709995594553806,1.2689121070671743,0,0,1,1,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,1,1,0,0
0,1.4890240778474815,-0.11480727860024036,0.7822340700726702,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
0,-0.2637016062163992,0.6468286344578388,-0.0022786610024119643,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1
0,1.4890240778474815,-1.4950645009544015,-0.41031792711873044,0,1,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0
0,-0.8751175425177529,-1.4784348958657971,-0.9067458481884543,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1
0,-1.2827281667186554,-0.46901786698751297,-0.9864654885681913,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,-0.9158786049378431,-1.4767719353569364,-0.9019150232733566,0,1,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1
0,0.918369203966218,0.36246238744270454,0.8724094684878237,0,0,1,1,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0
0,0.46999751734522527,0.018229562108594676,0.2151966944220008,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0
1,0.5515196421854057,0.5171177147667252,0.5816555725704707,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
0,1.4890240778474815,-0.16968497539263466,0.7866678408851571,0,1,1,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0
1,-0.8751175425177529,0.45392521543002845,-0.6231830432406071,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
0,-0.8751175425177529,1.235516654594433,-0.5035594655484893,1,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0
0,-0.14141841895612844,-0.5288844453064885,-0.42487657754779146,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,0.9998913288063985,1.1573575106779928,1.4162853548195327,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0
0,-0.1821794813762187,-1.5499421977467958,-0.7729606741698861,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0
0,0.38847539250504476,-0.34263286831412,0.07424248799518299,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0,-1.2419671042985652,-1.4701200933214948,-0.9917816018309242,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1
0,-0.3859847934766699,-0.8049358897773209,-0.590889309561599,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0,-0.5897901055771212,-1.4767719353569364,-0.8513568008742539,0,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1
0,1.2036966409068497,-1.3320943710860789,-0.3575759071552686,0,1,1,1,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0
0,-1.2827281667186554,0.19782929706552138,-0.9776200055044738,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0,-0.6713122304173017,0.8048098827995801,-0.36977429152992125,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0
0,-1.201206041878475,1.0559169196375058,-0.8800770476297651,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0
0,1.407501953007301,0.7964950802552779,1.5954449893420073,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,0
0,1.2036966409068497,-1.4900756194278202,-0.47872152557406095,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,1,0,0
0,0.9998913288063985,1.3186646800374546,1.6034743056392473,1,0,1,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,1,0,0
0,-1.2419671042985652,0.16457008688831268,-0.9441571680788897,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0,-0.3859847934766699,0.4090252816907969,-0.23265827476167403,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0
0,-0.3044626686364894,-0.9911874667696896,-0.6363078871880181,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1,1.6113072651077522,1.4383978366754058,2.4208322344247413,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0
0,-1.2419671042985652,0.6385138319135366,-0.9497159255154403,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
0,-0.9974007297780236,-1.4850867379012387,-0.9466718440620913,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0
0,-1.1196839170382944,-0.47400674851409424,-0.8985841805236776,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0,0.10314795556441304,-0.5205696427621863,-0.25813591301253075,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0
0,-0.34522373105657966,-1.3387462131215204,-0.7473948016740047,0,1,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0
0,-1.2419671042985652,0.22609962571614906,-0.9489659344327311,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0,1.6113072651077522,1.3319683641083384,2.402567745704646,0,1,1,1,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,1,1,0,0
0,0.3477143300849545,1.385183100391872,0.8804167262238072,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0
0,-1.1604449794583847,-0.5155807612356051,-0.9119516686449063,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,-0.2637016062163992,0.35414758489840237,-0.11852727882233838,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,-1.0381617921981139,0.9777577757210655,-0.7137113786358591,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0
0,-1.2827281667186554,0.13629975823768548,-0.9784361722709516,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0,-1.1604449794583847,-0.21125898811414554,-0.9096575782742664,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1
0,0.6330417670255862,0.4672288995009121,0.6550223473084358,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0
1,-1.2419671042985652,0.9644540916501818,-0.9220544897002244,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0
1,-0.8343564800976626,0.4772066625540746,-0.592455467410786,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,1,0,1,0
0,1.1221745160666692,1.4832977704146377,1.890897358806921,0,1,1,0,1,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0
0,0.918369203966218,-0.18797754099009936,0.3922387070638848,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0
0,-1.2827281667186554,-1.1874168068152209,-0.9959947870308493,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0,-1.1604449794583847,0.37244015049586704,-0.8681654245514425,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0,-1.2827281667186554,-1.3437350946481017,-0.9980682917889278,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0,0.38847539250504476,0.05481469330352406,0.20999087396554858,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0
0,-1.2827281667186554,-0.5089289192001635,-0.9869948940383388,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-1.0381617921981139,0.8147876458527427,-0.7301008896491809,1,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0
0,-1.201206041878475,0.29095508556170563,-0.906282618402075,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
0,1.6113072651077522,0.5919509376654447,1.602591963189001,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,1,1,0,0
0,-0.712073292837392,-0.5272214847976282,-0.6783073878197335,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0,-1.1604449794583847,0.5154547542578644,-0.8732388936403577,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
0,-0.8751175425177529,-1.318790687015195,-0.9007018024042682,0,0,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0
0,-1.1196839170382944,-1.310475884470893,-0.9494071056578541,0,0,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1
1,-1.2827281667186554,-0.30105885559260914,-0.9842375738813197,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
0,1.6113072651077522,1.5315236251715905,2.6267709623121855,0,1,1,0,1,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,1,0,0
0,0.918369203966218,0.42898080779712194,0.8733579866218382,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
0,0.30695326766486425,-1.2855314768379864,-0.533492933173089,0,0,1,1,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0
0,0.9998913288063985,-1.4950645009544015,-0.5166843094959004,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0
0,-1.2827281667186554,0.4722177810274931,-0.9739803428972086,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
0,-1.2827281667186554,1.002702183353972,-0.9669436618564958,1,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0
0,-1.2827281667186554,-1.318790687015195,-0.9977374133700855,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0.7960860167059473,0.5320843593464687,0.7909251432075945,0,1,1,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,1,0,1,0
1,0.3477143300849545,1.1157834979564818,0.8386598697659097,1,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0
0,0.429236454925135,-0.2827662899951442,0.046051646709819385,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1
0,0.592280704605496,-1.5150200270607266,-0.6159919522711013,0,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0
0,-1.201206041878475,-0.4806585905495361,-0.9483041775950465,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1.3667408905872107,0.48385850458951646,1.2652062687761407,1,1,1,1,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0
0,0.918369203966218,-0.3193514211900738,0.36755517701824963,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0
0,-0.14141841895612844,-1.5216718690961684,-0.775254764540526,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1
0,-0.8343564800976626,0.6385138319135366,-0.5824408806004925,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
0,1.3667408905872107,1.3419461271615007,2.051483684751715,0,0,1,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0
1,0.10314795556441304,1.2155611284881078,0.5336120261545696,1,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0
1,-0.9158786049378431,0.8297542904324867,-0.6054920771131724,1,1,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0
0,-0.22294054379630893,0.36246238744270454,-0.15783563498080302,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,1.0406523912264887,1.0126799464071345,1.557746908155242,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0
0,0.8776081415461278,1.4932755334678003,1.6867894915037371,1,1,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0
0,-0.9566396673579334,-1.4967274614632617,-0.9299735131911833,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1
0,-1.2419671042985652,-1.5150200270607266,-0.9963697825722039,1,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0
0,-1.0789228546182041,0.14128863976426648,-0.8169454453146553,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1,-0.2637016062163992,0.8779801451894393,0.028691559001226996,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0
0,-0.9566396673579334,-1.4834237773923784,-0.9267309046865289,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1
0,-0.9974007297780236,-0.33598102627867815,-0.8121587375220701,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1
0,-0.8343564800976626,0.5520398854527943,-0.6065067709309554,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
0,-0.712073292837392,-0.5238955637799073,-0.7090570222108109,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0,0.429236454925135,0.5104658727312833,0.5712439316575666,0,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,1,0,1,0
0,0.38847539250504476,1.178975997293178,0.8541890968902413,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0
0,-0.05989629411594795,0.013240680582013184,-0.1290271539802672,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
0,1.3667408905872107,0.8680023821362769,1.607312495297818,0,0,0,1,1,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0
1,-0.5897901055771212,0.6850767261616291,-0.34451723889162605,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0
0,-1.2827281667186554,-1.4917385799366805,-1.0000315037407252,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1
0,1.1629355784867594,0.972768894194484,1.478600790368165,1,1,1,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,1,0
0,-0.9158786049378431,0.49882514916926,-0.6571311690138266,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,-1.2827281667186554,0.22609962571614906,-0.9772450099631192,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1,-0.5897901055771212,0.2892921250528453,-0.40910470624964207,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0,-0.34522373105657966,1.3236535615640361,0.1128008530709383,1,1,1,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0
0,-1.201206041878475,-1.5150200270607266,-0.9847228622289552,0,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1
0,0.7145638918657667,-1.4867496984100992,-0.5725145280352236,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0
0,-1.2827281667186554,-0.675224970086207,-0.9892007501639541,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,-1.2419671042985652,-0.34595878933184065,-0.9703406802899432,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
0,-0.6305511679972114,-1.5033793034987035,-0.8537611840511746,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0
0,1.4890240778474815,1.335294285126059,2.210702379898627,0,1,1,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,1,0
0,1.6113072651077522,0.7931691592375573,1.7712737811148032,0,1,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0,0
0,-1.201206041878475,0.31257357217689147,-0.9160766195998068,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1,0.7145638918657667,0.3425068613363795,0.6775000212284557,0,1,1,1,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0
0,0.8368470791260375,-1.4834237773923784,-0.5463089572629138,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1
0,1.0406523912264887,1.4716570468526144,1.8118394752648683,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,1,1,0,0
0,0.5515196421854057,-1.1342020705316869,-0.3518186226674127,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
1,1.6113072651077522,1.5980420455260078,2.5476469030863647,0,1,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0
1,-1.2827281667186554,0.31091061166803113,-0.9761200233390556,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0,-1.0789228546182041,0.9711059336856236,-0.779997355210599,0,0,1,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1
0,1.6113072651077522,0.4655659389920513,1.5336810178247788,0,1,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0
0,-1.1604449794583847,-0.3176884606812135,-0.9036355910513366,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
0,0.7960860167059473,-1.513357066551866,-0.5536985752837251,0,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1
0,-1.3234892291387457,-1.3138018054886138,-1.0088549282431865,0,1,1,1,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1
0,-1.2419671042985652,-1.4767719353569364,-0.9935021696089039,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1
0,1.3259798281671205,-1.513357066551866,-0.42653096964200293,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0
1,0.429236454925135,1.2022574444172243,0.9271808760868515,1,1,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0
0,-1.1604449794583847,1.1756500762754574,-0.8234747794464765,1,1,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0
1,-0.3044626686364894,0.8048098827995801,-0.04822664409897875,1,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0
0,0.755324954285857,0.45891409695660995,0.7341464065342566,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,1,1,0,0
0,-0.8343564800976626,0.3292031772654958,-0.6439842665051595,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
0,0.9998913288063985,0.17454784994147518,0.7175804270308858,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0
0,-0.34522373105657966,-1.4950645009544015,-0.7734900796400338,0,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1
0,1.2852187657470302,-0.2162478696407268,0.6483827203703336,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
0,-1.1604449794583847,1.3569127717412448,-0.81301902141106,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0
0,-0.2637016062163992,1.18562783932862,0.13816819851551426,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0
0,-0.712073292837392,-1.4900756194278202,-0.8834299489407005,0,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1
1,1.2852187657470302,-1.3038240424354515,-0.240864059548963,0,1,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0
1,0.14390901798450328,1.052590998619785,0.5070535184021613,1,1,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0
